ID,rader,year,authors,title,journal,vol,begin,end,DOI,exclude,rationale
269,Florencia,2013,"Soliveres, S.; Garcia-Palacios, P.; Maestre, F. T.; Escudero, A.; Valladares, F.",Changes in rainfall amount and frequency do not affect the outcome of the interaction between the shrub Retama sphaerocarpa and its neighbouring grasses in two semiarid communities,JOURNAL OF ARID ENVIRONMENTS,91,104,112,10.1016/j.jaridenv.2012.12.011,0,
270,Florencia,2013,"Benavides, Raquel; Rabasa, Sonia G.; Granda, Elena; Escudero, Adrian; Hodar, Jose A.; Martinez-Vilalta, Jordi; Rincon, Ana M.; Zamora, Regino; Valladares, Fernando",Direct and Indirect Effects of Climate on Demography and Early Growth of Pinus sylvestris at the Rear Edge: Changing Roles of Biotic and Abiotic Factors,PLOS ONE,8,,,10.1371/journal.pone.0059824,1,no dryland
271,Florencia,2013,"Pablo Lopez, Ramiro; Valdivia, Sergio; Rivera, Monica L.; Rios, Rodrigo S.",Co-occurrence Patterns along a Regional Aridity Gradient of the Subtropical Andes Do Not Support Stress Gradient Hypotheses,PLOS ONE,8,,,10.1371/journal.pone.0058518,1,no data of interactions
272,Florencia,2013,"Wu, Bo; Yang, Hongxiao",Spatial Patterns and Natural Recruitment of Native Shrubs in a Semi-arid Sandy Land,PLOS ONE,8,,,10.1371/journal.pone.0058331,1,no facilitation study
273,Florencia,2013,"Cuevas, Jaime G.; Silva, Sergio I.; Leon-Lobos, Pedro; Ginocchio, Rosanna",Nurse effect and herbivory exclusion facilitate plant colonization in abandoned mine tailings storage facilities in north-central Chile,REVISTA CHILENA DE HISTORIA NATURAL,86,63,74,10.4067/S0716-078X2013000100006,0,
274,Florencia,2013,"Wang, Jinsong; Wu, L.; Zhao, Xiuhai; Fan, Juan; Zhang, Chunyu; von Gadow, Klaus",Influence of ground flora on Fraxinus mandshurica seedling growth on abandoned land and beneath forest canopy,EUROPEAN JOURNAL OF FOREST RESEARCH,132,313,324,10.1007/s10342-012-0676-8,1,no dryland
275,Florencia,2013,"Herrmann, S. M.; Tappan, G. G.",Vegetation impoverishment despite greening: A case study from central Senegal,JOURNAL OF ARID ENVIRONMENTS,90,55,66,10.1016/j.jaridenv.2012.10.020,1,no facilitation study
276,Florencia,2013,"Rolo, Victor; Plieninger, Tobias; Moreno, Gerardo",Facilitation of holm oak recruitment through two contrasted shrubs species in Mediterranean grazed woodlands,JOURNAL OF VEGETATION SCIENCE,24,344,355,10.1111/j.1654-1103.2012.01458.x,0,
277,Florencia,2013,"Le Bagousse-Pinguet, Yoann; Forey, Estelle; Touzard, Blaise; Michalet, Richard",Disentangling the effects of water and nutrients for studying the outcome of plant interactions in sand dune ecosystems,JOURNAL OF VEGETATION SCIENCE,24,375,383,10.1111/j.1654-1103.2012.01462.x,0,
278,Florencia,2013,"Svriz, Maya; Angelica Damascos, Maria; Zimmermann, Heike; Hensen, Isabel","The exotic shrub Rosa rubiginosa as a nurse plant. Implications for the restoration of disturbed temperate forests in Patagonia, Argentina",FOREST ECOLOGY AND MANAGEMENT,289,234,242,10.1016/j.foreco.2012.09.037,1,no dryland
279,Florencia,2013,"Ning, Lei; Liu, Chun-Xiang; He, Wei-Ming; Yu, Fei-Hai",Interactions of the indigenous evergreen shrub Sabina vulgaris with coexisting species in the Mu Us sandland,JOURNAL OF PLANT ECOLOGY,6,48,56,10.1093/jpe/rts019,0,
280,Florencia,2013,"Jankju, M.",Role of nurse shrubs in restoration of an arid rangeland: Effects of microclimate on grass establishment,JOURNAL OF ARID ENVIRONMENTS,89,103,109,10.1016/j.jaridenv.2012.09.008,0,
281,Florencia,2013,"Li, Sheng; Ren, Huadong; Xue, Liang; Yao, Xiaohua",The relationship between soil characteristics and community structure in different vegetation restoration In Guangxi Karst region,Advanced Materials Research,726-731,4172,4176,10.4028/www.scientific.net/AMR.726-731.4172,1,no facilitation study
282,Florencia,2013,"Khojasteh, Farzaneh; Chahouki, Mohammad Ali Zare; Azarnivand, Hossein; Kikvidze, Zaal",Life form and preference can drive spatial relationships among plant species in semi-arid rangelands of middle Iran,RANGELAND JOURNAL,35,63,69,10.1071/RJ12052,0,
283,Florencia,2013,"Jose Leiva, Maria; Manuel Mancilla-Leyton, Juan; Martin-Vicente, Angel",Methods to improve the recruitment of holm-oak seedlings in grazed Mediterranean savanna-like ecosystems (dehesas),ANNALS OF FOREST SCIENCE,70,11,20,10.1007/s13595-012-0225-0,0,
284,Florencia,2013,"Garcia-Cervigon, Ana I.; Gazol, Antonio; Sanz, Virginia; Julio Camarero, J.; Miguel Olano, Jose",Intraspecific competition replaces interspecific facilitation as abiotic stress decreases: The shifting nature of plant-plant interactions,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,15,226,236,10.1016/j.ppees.2013.04.001,0,
285,Florencia,2012,"Prevosto, Bernard; Monnier, Yogan; Ripert, Christian; Fernandez, Catherine","To what extent do time, species identity and selected plant response variables influence woody plant interactions?",JOURNAL OF APPLIED ECOLOGY,49,1344,1355,10.1111/jpe.12000,1,no dryland
286,Florencia,2012,"Martinez-Tilleria, Karina; Loayza, Andrea P.; Sandquist, Darren R.; Squeo, Francisco A.",No evidence of a trade-off between drought and shade tolerance in seedlings of six coastal desert shrub species in north-central Chile,JOURNAL OF VEGETATION SCIENCE,23,1051,1061,10.1111/j.1654-1103.2012.01427.x,1,no facilitation study
287,Florencia,2012,"Belay, Tamrat A.; Moe, Stein R.",Woody dominance in a semi-arid savanna rangeland - Evidence for competitive self-thinning,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,45,98,105,10.1016/j.actao.2012.10.006,1,no facilitation study
288,Florencia,2012,"Koyama, Asuka; Tsuyuzaki, Shiro",Mechanism of facilitation by sedge and cotton-grass tussocks on seedling establishment in a post-mined peatland,PLANT ECOLOGY,213,1729,1737,10.1007/s11258-012-0126-1,1,no dryland
289,Florencia,2012,"Brooker, Rob W.; Matesanz, Silvia; Valladares, Fernando; Klotz, Stefan",Long-term spatial pattern change in a semi-arid plant community: The role of climate and composition,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,45,8,15,10.1016/j.actao.2012.08.002,1,no facilitation study
290,Florencia,2012,"Liu, N.; Ren, H.; Yang, L.; Yuan, S. F.; Wang, J.; Sun, Z. Y.",INTERACTIONS BETWEEN NATIVE TREE SPECIES AND A DOMINANT SHRUB RHODOMYRTUS TOMENTOSA,JOURNAL OF TROPICAL FOREST SCIENCE,24,455,464,,1,no dryland
291,Florencia,2012,"Pillay, Tiffany; Ward, David",Spatial pattern analysis and competition between Acacia karroo trees in humid savannas,PLANT ECOLOGY,213,1609,1619,10.1007/s11258-012-0115-4,1,no facilitation study
292,Florencia,2012,"Gazol, Antonio; Tamme, Riin; Takkis, Krista; Kasari, Liis; Saar, Liina; Helm, Aveliina; Paertel, Meelis",Landscape- and small-scale determinants of grassland species diversity: direct and indirect influences,ECOGRAPHY,35,944,951,10.1111/j.1600-0587.2012.07627.x,1,no facilitation study
293,Florencia,2012,"Grau, Oriol; Ninot, Josep M.; Blanco-Moreno, Jose M.; van Logtestijn, Richard S. P.; Cornelissen, Johannes H. C.; Callaghan, Terry V.",Shrub-tree interactions and environmental changes drive treeline dynamics in the Subarctic,OIKOS,121,1680,1690,10.1111/j.1600-0706.2011.20032.x,1,no dryland
294,Florencia,2012,"Abdallah, F.; Chaieb, M.","The influence of trees on nutrients, water, light availability and understorey vegetation in an arid environment",APPLIED VEGETATION SCIENCE,15,501,512,10.1111/j.1654-109X.2012.01201.x,0,
295,Florencia,2012,"Wang, Youshi; Ellwood, M. D. Farnon; Maestre, Fernando T.; Yang, Zhiyong; Wang, Gang; Chu, Chengjin",Positive interactions can produce species-rich communities and increase species turnover through time,JOURNAL OF PLANT ECOLOGY,5,417,421,10.1093/jpe/rts005,1,no field study
296,Florencia,2012,"Castanho, Camila T.; Oliveira, Alexandre A.; Prado, Paulo Inacio",The importance of plant life form on spatial associations along a subtropical coastal dune gradient,JOURNAL OF VEGETATION SCIENCE,23,952,961,10.1111/j.1654-1103.2012.01414.x,1,no dryland
297,Florencia,2012,"Soliveres, Santiago; Torices, Ruben; Maestre, Fernando T.",Evolutionary relationships can be more important than abiotic conditions in predicting the outcome of plant-plant interactions,OIKOS,121,1638,1648,10.1111/j.1600-0706.2011.20309.x,1,no data of interactions
298,Florencia,2012,"He, Qiang; Cui, Baoshan; Bertness, Mark D.; An, Yuan",Testing the importance of plant strategies on facilitation using congeners in a coastal community,ECOLOGY,93,2023,2029,10.1890/12-0241.1,0,
299,Florencia,2012,"Symonds, Josephine E.; Pither, Jason",Multi-scale analyses of exotic and native plant species diversity within Canada's endangered antelope-brush ecosystem,PLANT ECOLOGY,213,1263,1275,10.1007/s11258-012-0084-7,1,no facilitation study
300,Florencia,2012,"Lohmann, Dirk; Tietjen, Britta; Blaum, Niels; Joubert, David F.; Jeltsch, Florian",Shifting thresholds and changing degradation patterns: climate change effects on the simulated long-term response of a semi-arid savanna to grazing,JOURNAL OF APPLIED ECOLOGY,49,814,823,10.1111/j.1365-2664.2012.02157.x,1,no facilitation study
301,Florencia,2012,"Saiz, Hugo; Alados, Concepcion L.",Changes in Semi-Arid Plant Species Associations along a Livestock Grazing Gradient,PLOS ONE,7,,,10.1371/journal.pone.0040551,1,no data of interactions
302,Florencia,2012,"Iacona, Gwenllian D.; Kirkman, L. Katherine; Bruna, Emilio M.",Experimental Test for Facilitation of Seedling Recruitment by the Dominant Bunchgrass in a Fire-Maintained Savanna,PLOS ONE,7,,,10.1371/journal.pone.0039108,0,
303,Florencia,2012,"Segoli, Moran; Ungar, Eugene D.; Giladi, Itamar; Arnon, Amir; Shachak, Moshe",Untangling the positive and negative effects of shrubs on herbaceous vegetation in drylands,LANDSCAPE ECOLOGY,27,899,910,10.1007/s10980-012-9736-1,0,
304,Florencia,2012,"van Zonneveld, Maarten J.; Gutierrez, Julio R.; Holmgren, Milena",Shrub facilitation increases plant diversity along an arid scrubland-temperate rain forest boundary in South America,JOURNAL OF VEGETATION SCIENCE,23,541,551,10.1111/j.1654-1103.2011.01379.x,0,
305,Florencia,2012,"Woods, Teresa M.; Jonas, Jayne L.; Ferguson, Carolyn J.",The invasive Lespedeza cuneata attracts more insect pollinators than native congeners in tallgrass prairie with variable impacts,BIOLOGICAL INVASIONS,14,1045,1059,10.1007/s10530-011-0138-0,1,no facilitation study
306,Florencia,2012,"del Cacho, M.; Lloret, F.",Resilience of Mediterranean shrubland to a severe drought episode: the role of seed bank and seedling emergence,PLANT BIOLOGY,14,458,466,10.1111/j.1438-8677.2011.00523.x,0,
307,Florencia,2012,"Jensen, Anna M.; Lof, Magnus; Witzell, Johanna",Effects of competition and indirect facilitation by shrubs on Quercus robur saplings,PLANT ECOLOGY,213,535,543,10.1007/s11258-012-0019-3,0,
308,Florencia,2012,"Rayburn, A. P.; Wiegand, T.","Individual species-area relationships and spatial patterns of species diversity in a Great Basin, semi-arid shrubland",ECOGRAPHY,35,341,347,10.1111/j.1600-0587.2011.07058.x,1,no field study
309,Florencia,2012,"Jensen, Anna M.; Gotmark, Frank; Lof, Magnus",Shrubs protect oak seedlings against ungulate browsing in temperate broadleaved forests of conservation interest: A field experiment,FOREST ECOLOGY AND MANAGEMENT,266,187,193,10.1016/j.foreco.2011.11.022,1,no dryland
310,Florencia,2012,"Madrigal-Gonzalez, Jaime; Garcia-Rodriguez, Jose A.; Alarcos-Izquierdo, Gonzalo",Testing general predictions of the stress gradient hypothesis under high inter- and intra-specific nurse shrub variability along a climatic gradient,JOURNAL OF VEGETATION SCIENCE,23,52,61,10.1111/j.1654-1103.2011.01327.x,0,
311,Florencia,2012,"Granda, Elena; Escudero, Adrian; de la Cruz, Marcelino; Valladares, Fernando",Juvenile-adult tree associations in a continental Mediterranean ecosystem: no evidence for sustained and general facilitation at increased aridity,JOURNAL OF VEGETATION SCIENCE,23,164,175,10.1111/j.1654-1103.2011.01343.x,1,no data of interactions
312,Florencia,2012,"Singh, G.; Rathod, T. R.",RESOURCE USE AND CROP PRODUCTIVITY IN A COLOPHOSPERMUM MOPANE TREE BASED AGRO-ECOSYSTEM IN INDIAN DESERT,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,10,503,519,10.15666/aeer/1004_503519,1,no control
313,Florencia,2012,"Petrou, P.; Milios, E.",Establishment and survival of Pinus brutia Ten. seedlings over the first growing season in abandoned fields in central Cyprus,PLANT BIOSYSTEMS,146,522,533,10.1080/11263504.2011.633574,0,
314,Florencia,2012,"Cavieres, Lohengrin A.; Penaloza, Alejandro",Facilitation and interference at the intraspecific level: Recruitment of Kageneckia angustifolia D. Don (Rosaceae) in the montane sclerophyllous woodland of central Chile,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,14,13,19,10.1016/j.ppees.2011.09.003,0,
315,Florencia,2012,"Muro-Perez, Gisela; Jurado, Enrique; Flores, Joel; Sanchez-Salas, Jaime; Garcia-Perez, Jaime; Estrada, Eduardo","Positive effects of native shrubs on three specially protected cacti species in Durango, Mexico",PLANT SPECIES BIOLOGY,27,53,58,10.1111/j.1442-1984.2011.00331.x,0,
316,Florencia,2012,"Howard, Kimberley S. C.; Eldridge, David J.; Soliveres, Santiago",Positive effects of shrubs on plant species diversity do not change along a gradient in grazing pressure in an arid shrubland,BASIC AND APPLIED ECOLOGY,13,159,168,10.1016/j.baae.2012.02.008,0,
317,Florencia,2012,"Garbin, Mario Luis; Carrijo, Tatiana Tavares; Barreto Sansevero, Jeronimo Boelsums; Sanchez-Tapia, Andrea; Scarano, Fabio Rubio","Subordinate, not dominant, woody species promote the diversity of climbing plants",PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,14,257,265,10.1016/j.ppees.2012.03.001,1,no dryland
318,Florencia,2011,"Montane, Francesc; Casals, Pere; Dale, Mark R. T.",How Spatial Heterogeneity of Cover Affects Patterns of Shrub Encroachment into Mesic Grasslands,PLOS ONE,6,,,10.1371/journal.pone.0028652,1,no dryland
319,Florencia,2011,"Pugnaire, F. I.; Armas, C.; Maestre, F. T.","Positive plant interactions in the Iberian Southeast: Mechanisms, environmental gradients, and ecosystem function",JOURNAL OF ARID ENVIRONMENTS,75,1310,1320,10.1016/j.jaridenv.2011.01.016,1,"no field study, synthesis paper"
320,Florencia,2011,"Schleicher, Jana; Meyer, Katrin M.; Wiegand, Kerstin; Schurr, Frank M.; Ward, David",Disentangling facilitation and seed dispersal from environmental heterogeneity as mechanisms generating associations between savanna plants,JOURNAL OF VEGETATION SCIENCE,22,1038,1048,10.1111/j.1654-1103.2011.01310.x,1,no data of interactions
321,Florencia,2011,"Wang, Zhe; Nishihiro, Jun; Washitani, Izumi",Facilitation of plant species richness and endangered species by a tussock grass in a moist tall grassland revealed using hierarchical Bayesian analysis,ECOLOGICAL RESEARCH,26,1103,1111,10.1007/s11284-011-0862-z,1,no dryland
322,Florencia,2011,"Sasal, Yamila; Laura Suarez, Maria",Insect herbivory in climber-host shrubs associations: Benefit or detriment?,AUSTRAL ECOLOGY,36,814,820,10.1111/j.1442-9993.2010.02220.x,1,no facilitation study
323,Florencia,2011,"Bonanomi, Giuliano; Incerti, Guido; Mazzoleni, Stefano","Assessing occurrence, specificity, and mechanisms of plant facilitation in terrestrial ecosystems",PLANT ECOLOGY,212,1777,1790,10.1007/s11258-011-9948-5,1,"no field study, synthesis paper"
324,Florencia,2011,"Ratajczak, Zak; Nippert, Jesse B.; Hartman, Jeffrey C.; Ocheltree, Troy W.",Positive feedbacks amplify rates of woody encroachment in mesic tallgrass prairie,ECOSPHERE,2,,,10.1890/ES11-00212.1,1,no dryland
325,Florencia,2011,"Armas, Cristina; Rodriguez-Echeverria, Susana; Pugnaire, Francisco I.",A field test of the stress-gradient hypothesis along an aridity gradient,JOURNAL OF VEGETATION SCIENCE,22,818,827,10.1111/j.1654-1103.2011.01301.x,0,
326,Florencia,2011,"He, Qiang; Cui, Baoshan; An, Yuan",The importance of facilitation in the zonation of shrubs along a coastal salinity gradient,JOURNAL OF VEGETATION SCIENCE,22,828,836,10.1111/j.1654-1103.2011.01300.x,1,no dryland
327,Florencia,2011,"Duponnois, R.; Ouahmane, L.; Kane, A.; Thioulouse, J.; Hafidi, M.; Boumezzough, A.; Prin, Y.; Baudoin, E.; Galiana, A.; Dreyfus, B.",Nurse shrubs increased the early growth of Cupressus seedlings by enhancing belowground mutualism and soil microbial activity,SOIL BIOLOGY & BIOCHEMISTRY,43,2160,2168,10.1016/j.soilbio.2011.06.020,0,
328,Florencia,2011,"Becerra, P. I.; Gonzalez-Rodriguez, V.; Smith-Ramirez, C.; Armesto, J. J.",Spatio-temporal variation in the effect of herbaceous layer on woody seedling survival in a Chilean mediterranean ecosystem,JOURNAL OF VEGETATION SCIENCE,22,847,855,10.1111/j.1654-1103.2011.01291.x,0,
329,Florencia,2011,"Fowler, Norma L.; Best, Christopher F.; Price, Dana M.; Hempel, Alice L.","ECOLOGICAL REQUIREMENTS OF THE ZAPATA BLADDERPOD PHYSARIA THAMNOPHILA, AN ENDANGERED TAMAULIPAN THORNSCRUB PLANT",SOUTHWESTERN NATURALIST,56,341,352,,1,no data of interactions
330,Florencia,2011,"Zhang, Ming-Juan; Liu, Maosong; Li, Yutong; Xu, Chi; An, Shuqing",The combined positive effects of two dominant species in an arid shrub-herbaceous community: implications from the performance of two associate species,PLANT ECOLOGY,212,1419,1428,10.1007/s11258-011-9917-z,0,
331,Florencia,2011,"Rodriguez-Garcia, Encarna; Bravo, Felipe; Spies, Thomas A.","Effects of overstorey canopy, plant-plant interactions and soil properties on Mediterranean maritime pine seedling dynamics",FOREST ECOLOGY AND MANAGEMENT,262,244,251,10.1016/j.foreco.2011.03.029,1,no dryland
332,Florencia,2011,"Chen, Junqi; Liu, Jinglan; Yang, Xiaohui; Wang, Yange; Yu, Xinxiao",The structure and spatial patterns of three desert shrub communities in the western Ordos Plateau: Implications for biodiversity conservation,JOURNAL OF FOOD AGRICULTURE & ENVIRONMENT,9,714,722,,1,paper was not available
333,Florencia,2011,"Gornall, Jemma L.; Woodin, Sarah J.; Jonsdottir, Ingibjorg S.; van der Wal, Rene",Balancing positive and negative plant interactions: how mosses structure vascular plant communities,OECOLOGIA,166,769,782,10.1007/s00442-011-1911-6,1,no dryland
334,Florencia,2011,"Pouliot, Remy; Rochefort, Line; Karofeld, Edgar; Mercier, Caroline",Initiation of Sphagnum moss hummocks in bogs and the presence of vascular plants: Is there a link?,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,37,346,354,10.1016/j.actao.2011.04.001,1,no dryland
335,Merav,2011,"Blanco-Garcia, Arnulfo; Saenz-Romero, Cuauhternoc; Martorell, Carlos; Alvarado-Sosa, Pedro; Lindig-Cisneros, Roberto",Nurse-plant and mulching effects on three conifer species in a Mexican temperate forest,ECOLOGICAL ENGINEERING,37,994,998,10.1016/j.ecoleng.2011.01.012,1,no dryland (https://en.climate-data.org/north-america/mexico/chiapas/michoacan-873350/)
336,Merav,2011,"McKinney, Amy M.; Goodell, Karen",Plant-pollinator interactions between an invasive and native plant vary between sites with different flowering phenology,PLANT ECOLOGY,212,1025,1035,10.1007/s11258-010-9882-y,1,no dryland
337,Merav,2011,"Li, P. -X.; Kruesi, B. O.; Li, S. -L.; Cai, X. -H.; Yu, F. -H.",Facilitation associated with three contrasting shrub species in heavily grazed pastures on the eastern Tibetan Plateau,COMMUNITY ECOLOGY,12,1,8,10.1556/ComEc.12.2011.1.1,1,no dryland
338,Merav,2011,"Smit, Christian; Ruifrok, Jasper Laurens",From protege to nurse plant: establishment of thorny shrubs in grazed temperate woodlands,JOURNAL OF VEGETATION SCIENCE,22,377,386,10.1111/j.1654-1103.2011.01264.x,1,no dryland
339,Merav,2011,"Cerfonteyn, Mia E.; Le Roux, Peter C.; Van Vuuren, Bettine Jansen; Born, Celine",CRYPTIC SPATIAL AGGREGATION OF THE CUSHION PLANT AZORELLA SELAGO (APIACEAE) REVEALED BY A MULTILOCUS MOLECULAR APPROACH SUGGESTS FREQUENT INTRASPECIFIC FACILITATION UNDER SUB-ANTARCTIC CONDITIONS,AMERICAN JOURNAL OF BOTANY,98,909,914,10.3732/ajb.1000460,1,no dryland
340,Merav,2011,"Rodriguez-Garcia, Encarna; Ordonez, Cristobal; Bravo, Felipe",Effects of shrub and canopy cover on the relative growth rate of Pinus pinaster Ait. seedlings of different sizes,ANNALS OF FOREST SCIENCE,68,337,346,10.1007/s13595-011-0039-5,0,Mediterranean - not sure so I put it in
341,Merav,2011,"Cushman, J. Hall; Lortie, Christopher J.; Christian, Caroline E.",Native herbivores and plant facilitation mediate the performance and distribution of an invasive exotic grass,JOURNAL OF ECOLOGY,99,524,531,10.1111/j.1365-2745.2010.01776.x,0,Mediterranean - not sure so I put it in
342,Merav,2011,"Hesp, Patrick; Martinez, Marisa; da Silva, Graziela Miot; Rodriguez-Revelo, Natalia; Gutierrez, Erika; Humanes, Adriana; Lainez, Daniela; Montano, Irene; Palacios, Veronica; Quesada, Agustin; Storero, Lorena; Trilla, Gabriela Gonzalez; Trochine, Carolina","Transgressive dunefield landforms and vegetation associations, Dona Juana, Veracruz, Mexico",EARTH SURFACE PROCESSES AND LANDFORMS,36,285,295,10.1002/esp.2035,1,not facilitation study by simply vegetation survey
343,Merav,2011,"Schleicher, J.; Wiegand, K.; Ward, D.","Changes of woody plant interaction and spatial distribution between rocky and sandy soil areas in a semi-arid savanna, South Africa",JOURNAL OF ARID ENVIRONMENTS,75,270,278,10.1016/j.jaridenv.2010.10.003,1,spatial association between two shrubs
344,Merav,2011,"Fajardo, Alex; McIntire, Eliot J. B.",Under strong niche overlap conspecifics do not compete but help each other to survive: facilitation at the intraspecific level,JOURNAL OF ECOLOGY,99,642,650,10.1111/j.1365-2745.2010.01771.x,1,"no dryland, intraspecific interactions"
345,Merav,2011,"Omeja, Patrick A.; Chapman, Colin A.; Obua, Joseph; Lwanga, Jeremiah S.; Jacob, Aerin L.; Wanyama, Frederick; Mugenyi, Richard","Intensive tree planting facilitates tropical forest biodiversity and biomass accumulation in Kibale National Park, Uganda",FOREST ECOLOGY AND MANAGEMENT,261,703,709,10.1016/j.foreco.2010.11.029,1,no dryland
346,Merav,2011,"Butterfield, Bradley J.; Briggs, John M.",Regeneration niche differentiates functional strategies of desert woody plant species,OECOLOGIA,165,477,487,10.1007/s00442-010-1741-y,1,"Trait analysis, classified to beneficiary and colonizer based on literature knowledge, not field measurements"
347,Merav,2011,"Munoz Valles, Sara; Gallego-Fernandez, Juan B.; Dellafiore, Claudia; Cambrolle, Jesus","Effects on soil, microclimate and vegetation of the native-invasive Retama monosperma (L.) in coastal dunes",PLANT ECOLOGY,212,169,179,10.1007/s11258-010-9812-z,0,Mediterranean - not sure so I put it in
348,Merav,2011,"Reid, Sharon; Armesto, Juan J.",Avian gut-passage effects on seed germination of shrubland species in Mediterranean central Chile,PLANT ECOLOGY,212,1,10,10.1007/s11258-010-9796-8,1,no facilitation study but frugivory
349,Merav,2011,"Biaou, Samadori S. H.; Holmgren, Milena; Sterck, Frank J.; Mohren, Godefridus M. J.",Stress-Driven Changes in the Strength of Facilitation on Tree Seedling Establishment in West African Woodlands,BIOTROPICA,43,23,30,10.1111/j.1744-7429.2010.00642.x,1,no dryland
350,Merav,2011,"Ganade, Gislene; Miriti, Maria N.; Mazzochini, Guilherme G.; Paz, Claudia P.",Pioneer effects on exotic and native tree colonizers: Insights for Araucaria forest restoration,BASIC AND APPLIED ECOLOGY,12,733,742,10.1016/j.baae.2011.09.011,1,no dryland
351,Merav,2011,"Sanjerehei, Mohammad Mousaei; Jafari, Mohammad; Mataji, Asadollah; Meybodi, Naser Baghestani; Bihamta, Mohammad Reza","Facilitative and competitive interactions between plant species (an example from Nodushan rangelands, Iran)",FLORA,206,631,637,10.1016/j.flora.2010.11.009,1,only spatial associatio
352,Merav,2011,"Tracol, Y.; Gutierrez, J. R.; Squeo, F. A.",Plant Area Index and microclimate underneath shrub species from a Chilean semiarid community,JOURNAL OF ARID ENVIRONMENTS,75,1,6,10.1016/j.jaridenv.2010.08.002,1,only soil moisture beneath and outside shrubs
353,Merav,2011,"Deslippe, Julie R.; Simard, Suzanne W.",Below-ground carbon transfer among Betula nana may increase with warming in Arctic tundra,NEW PHYTOLOGIST,192,689,698,10.1111/j.1469-8137.2011.03835.x,1,no dryland
354,Merav,2011,"Dawes, Melissa A.; Hagedorn, Frank; Zumbrunn, Thomas; Handa, Ira Tanya; Haettenschwiler, Stephan; Wipf, Sonja; Rixen, Christian",Growth and community responses of alpine dwarf shrubs to in situ CO2 enrichment and soil warming,NEW PHYTOLOGIST,191,806,818,10.1111/j.1469-8137.2011.03722.x,1,no dryland
355,Merav,2011,"Prieto, Ivan; Padilla, Francisco M.; Armas, Cristina; Pugnaire, Francisco I.",The role of hydraulic lift on seedling establishment under a nurse plant species in a semi-arid environment,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,13,181,187,10.1016/j.ppees.2011.05.002,0,
356,Merav,2011,"Soliveres, Santiago; Eldridge, David J.; Maestre, Fernando T.; Bowker, Matthew A.; Tighe, Matthew; Escudero, Adrian",Microhabitat amelioration and reduced competition among understorey plants as drivers of facilitation across environmental gradients: Towards a unifying framework,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,13,247,258,10.1016/j.ppees.2011.06.001,0,figure not that easy to follow
357,Merav,2011,"Liancourt, Pierre; Tielboerger, Katja",Ecotypic differentiation determines the outcome of positive interactions in a dryland annual plant species,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,13,259,264,10.1016/j.ppees.2011.07.003,0,
358,Merav,2010,"Yoshihara, Yu; Sasaki, Takehiro; Okuro, Toshiya; Undarmaa, Jamsran; Takeuchi, Kazuhiko",Cross-spatial-scale patterns in the facilitative effect of shrubs and potential for restoration of desert steppe,ECOLOGICAL ENGINEERING,36,1719,1724,10.1016/j.ecoleng.2010.07.018,1,did not compare performance under vs. outside shrubs
359,Merav,2010,"Montgomery, Rebecca A.; Reich, Peter B.; Palik, Brian J.",Untangling positive and negative biotic interactions: views from above and below ground in a forest ecosystem,ECOLOGY,91,3641,3655,10.1890/09-1663.1,1,no dryland
360,Merav,2010,"Pulido, Fernando; Garcia, Eustolia; Obrador, Jose J.; Moreno, Gerardo",Multiple pathways for tree regeneration in anthropogenic savannas: incorporating biotic and abiotic drivers into management schemes,JOURNAL OF APPLIED ECOLOGY,47,1272,1281,10.1111/j.1365-2664.2010.01865.x,1,Effect of oak on its own seedling
361,Merav,2010,"Montane, Francesc; Casals, Pere; Taull, Marc; Lambert, Bernard; Dale, Mark R. T.",Spatial patterns of shrub encroachment in neighbouring grassland communities in the Pyrenees: floristic composition heterogeneity drives shrub proliferation rates,PLANT ECOLOGY,211,267,278,10.1007/s11258-010-9788-8,1,no dryland
362,Merav,2010,"Pueyo, Y.; Kefi, S.; Diaz-Sierra, R.; Alados, C. L.; Rietkerk, M.",The role of reproductive plant traits and biotic interactions in the dynamics of semi-arid plant communities,THEORETICAL POPULATION BIOLOGY,78,289,297,10.1016/j.tpb.2010.09.001,1,a model
363,Merav,2010,"Pablo Lopez, Ramiro; Larrea-Alcazar, Daniel; Zenteno-Ruiz, Freddy","Spatial pattern analysis of dominant species in the Prepuna: Gaining insight into community dynamics in the semi-arid, subtropical Andes",JOURNAL OF ARID ENVIRONMENTS,74,1534,1539,10.1016/j.jaridenv.2010.06.008,1,only spatial association
